cluster_id,action,unixTimeMS,timestamp,date,cluster_name,driver_node_type,node_type,num_workers,autoscale,auto_termination_minutes,enable_elastic_disk,cluster_log_conf,init_scripts,custom_tags,cluster_source,spark_env_vars,spark_conf,acl_path_prefix,instance_pool_id,spark_version,idempotency_token,organization_id,deleted_by,created_by,last_edited_by
0104-135439-kin71,create,1609768480000,2021-01-04T13:54:40.000+0000,2021-01-04,Terraform Integration Test aaaicjkdcejd,null,null,1,null,15,null,null,null,null,null,null,null,null,1218-150930-yokel637-pool-vBkDs6cu,7.3.x-scala2.12,acc-list-aaaicjkdcejd,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-122145-cower601,create,1609762905000,2021-01-04T12:21:45.000+0000,2021-01-04,my-single-node,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",null,null,null,null,null,null,null,"{""spark.master"":""local[*]"",""spark.databricks.cluster.profile"":""singleNode""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-122417-tacky629,create,1609763058000,2021-01-04T12:24:18.000+0000,2021-01-04,job-54-run-1,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,null,null,null,"{""JobId"":""54"",""RunName"":""my job""}",null,null,null,/clusters/jobs/54/,null,7.3.x-scala2.12,jobs/job-54-run-1-attempt-1,2222170229861029,null,JobsService,null
0104-100142-teal270,create,1609754502000,2021-01-04T10:01:42.000+0000,2021-01-04,my-single-node,null,Standard_DS3_v2,0,null,null,null,null,null,null,null,null,"{""spark.master"":""local[*]"",""spark.databricks.cluster.profile"":""singleNode""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-152208-sibyl492,create,1609773728000,2021-01-04T15:22:08.000+0000,2021-01-04,Terraform Integration Test jbkgjbklajhl,null,null,1,null,15,null,null,null,null,null,null,null,null,0104-152206-rued399-pool-OnKOjqOs,7.3.x-scala2.12,acc-list-jbkgjbklajhl,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-135257-brig22,create,1609768377000,2021-01-04T13:52:57.000+0000,2021-01-04,Terraform Integration Test bjhafjefcicf,null,null,1,null,15,null,null,null,null,null,null,null,null,1218-150930-yokel637-pool-vBkDs6cu,7.3.x-scala2.12,acc-list-bjhafjefcicf,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-122925-nets678,create,1609763366000,2021-01-04T12:29:26.000+0000,2021-01-04,job-55-run-1,null,Standard_DS3_v2,0,null,0,null,null,null,"{""JobId"":""55"",""RunName"":""my job""}",null,null,null,/clusters/jobs/55/,null,7.3.x-scala2.12,jobs/job-55-run-1-attempt-1,2222170229861029,null,JobsService,null
0104-152214-vents499,create,1609773734000,2021-01-04T15:22:14.000+0000,2021-01-04,TerraformIntegrationTest,null,null,1,null,20,null,null,null,null,null,null,null,null,0104-152206-rued399-pool-OnKOjqOs,7.3.x-scala2.12,tf-og9sal38qd,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-135302-ruing29,create,1609768382000,2021-01-04T13:53:02.000+0000,2021-01-04,TerraformIntegrationTest,null,null,1,null,20,null,null,null,null,null,null,null,null,1218-150930-yokel637-pool-vBkDs6cu,7.3.x-scala2.12,tf-of3llfp3nl,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-135526-ales106,create,1609768526000,2021-01-04T13:55:26.000+0000,2021-01-04,Terraform 73yvr8cxd2,null,null,1,null,20,null,null,null,null,null,null,null,null,1218-150930-yokel637-pool-vBkDs6cu,7.3.x-scala2.12,tf-73yvr8cxd2,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-135939-jinn169,create,1609768779000,2021-01-04T13:59:39.000+0000,2021-01-04,Terraform u4amdseklm,null,null,1,null,20,null,null,null,null,null,null,null,null,1218-150930-yokel637-pool-vBkDs6cu,7.3.x-scala2.12,tf-u4amdseklm,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-152251-pipes520,create,1609773771000,2021-01-04T15:22:51.000+0000,2021-01-04,Terraform ipwoeqxxki,null,null,1,null,20,null,null,null,null,null,null,null,null,0104-152206-rued399-pool-OnKOjqOs,7.3.x-scala2.12,tf-ipwoeqxxki,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0104-135343-bee57,create,1609768424000,2021-01-04T13:53:44.000+0000,2021-01-04,Terraform i1a2n2ofst,null,null,1,null,20,null,null,null,null,null,null,null,null,1218-150930-yokel637-pool-vBkDs6cu,7.3.x-scala2.12,tf-i1a2n2ofst,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0108-092516-tuber652,create,1610097917000,2021-01-08T09:25:17.000+0000,2021-01-08,,Standard_E8_v3,Standard_E8_v3,1,null,1440,true,null,null,"{""SqlEndpointId"":""4264e5078741679a""}",SQL,null,"{""spark.databricks.repl.allowedLanguages"":""none"",""spark.databricks.sqlservice.endpointId"":""endpoint-4264e5078741679a"",""spark.databricks.queryWatchdog.enabled"":""true"",""spark.databricks.service.server.enabled"":""false"",""spark.databricks.api.url"":""https://westeurope-c2.azuredatabricks.net"",""spark.databricks.sqlgateway.enabled"":""true"",""spark.memory.offHeap.enabled"":""true"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsStruct"":""true"",""spark.memory.offHeap.size"":""39180m"",""spark.databricks.acl.dfAclsEnabled"":""true"",""spark.databricks.photon.enabled"":""false"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsJson"":""false"",""spark.executor.memory"":""7835m"",""spark.databricks.photon.allowed"":""true"",""spark.sql.shuffle.partitions"":""16""}",null,null,7.3.x-lh-scala2.12,184f0bdc-b944-497f-a695-77b52f1bb313,null,null,,null
0108-144947-lipid281,create,1610117388000,2021-01-08T14:49:48.000+0000,2021-01-08,null,Standard_E8_v3,Standard_E8_v3,1,null,1440,true,null,null,"{""SqlEndpointId"":""4264e5078741679a""}",SQL,null,"{""spark.databricks.repl.allowedLanguages"":""none"",""spark.databricks.sqlservice.endpointId"":""endpoint-4264e5078741679a"",""spark.databricks.queryWatchdog.enabled"":""true"",""spark.databricks.service.server.enabled"":""false"",""spark.databricks.api.url"":""https://westeurope-c2.azuredatabricks.net"",""spark.databricks.sqlgateway.enabled"":""true"",""spark.memory.offHeap.enabled"":""true"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsStruct"":""true"",""spark.memory.offHeap.size"":""39180m"",""spark.databricks.acl.dfAclsEnabled"":""true"",""spark.databricks.photon.enabled"":""false"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsJson"":""false"",""spark.executor.memory"":""7835m"",""spark.databricks.photon.allowed"":""true"",""spark.sql.shuffle.partitions"":""16""}",null,null,7.3.x-lh-scala2.12,1d0248cb-5390-4dc0-a2fe-27668bebcaf2,null,null,null,null
0107-154810-flay739,create,1610034490000,2021-01-07T15:48:10.000+0000,2021-01-07,cluster-1zv6o96cwc,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0107-154303-bugs80-pool-lrwEwW8i,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-090807-cards289,create,1609924087000,2021-01-06T09:08:07.000+0000,2021-01-06,cluster_t9e9ru8p6e,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0106-090805-onion806-pool-zlFSmu7K,6.6.x-scala2.11,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-150205-copse414,create,1609945325000,2021-01-06T15:02:05.000+0000,2021-01-06,terraform-mount,null,Standard_F4s,1,null,10,null,null,null,null,null,null,null,null,null,6.6.x-scala2.11,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-090725-toxic261,create,1609924045000,2021-01-06T09:07:25.000+0000,2021-01-06,cluster_lnmxxzm6cp,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0106-090722-limns805-pool-s1Ob4hXj,6.6.x-scala2.11,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-114549-pat187,create,1609933549000,2021-01-06T11:45:49.000+0000,2021-01-06,cluster-efwyhu09kr,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0106-114007-toffy834-pool-nIEoBdgJ,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-060606-speck62,create,1609913166000,2021-01-06T06:06:06.000+0000,2021-01-06,job-51-run-15,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-15-attempt-1,2222170229861029,null,JobsService,null
0106-090053-viper86,create,1609923653000,2021-01-06T09:00:53.000+0000,2021-01-06,cluster_okubgddeox,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0106-090051-vizor804-pool-w4Ubv0yp,6.6.x-scala2.11,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-114040-payed82,create,1609933240000,2021-01-06T11:40:40.000+0000,2021-01-06,cluster_o1iz66w6gl,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0106-114037-bucks836-pool-8Eocqsm3,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0105-220019-impel178,create,1609884019000,2021-01-05T22:00:19.000+0000,2021-01-05,job-49-run-29,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-29-attempt-1,2222170229861029,null,JobsService,null
0106-091936-creak450,create,1609924777000,2021-01-06T09:19:37.000+0000,2021-01-06,cluster_63gtr6qbln,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0106-091935-rakes810-pool-s1PtlyFb,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-172644-cawed675,create,1609954004000,2021-01-06T17:26:44.000+0000,2021-01-06,job-49-run-30,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-30-attempt-1,2222170229861029,null,JobsService,null
0105-203425-fur443,create,1609878866000,2021-01-05T20:34:26.000+0000,2021-01-05,job-49-run-28,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-28-attempt-1,2222170229861029,null,JobsService,null
0105-124152-hared856,create,1609850513000,2021-01-05T12:41:53.000+0000,2021-01-05,job-51-run-14,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-14-attempt-1,2222170229861029,null,JobsService,null
0106-114728-coils194,create,1609933648000,2021-01-06T11:47:28.000+0000,2021-01-06,cluster-828mzju0mo,null,Standard_F4s,0,null,10,null,null,null,null,null,null,"{""spark.databricks.cluster.profile"":""singleNode"",""spark.master"":""local[*]""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
1112-110804-soils854,edit,1609863739000,2021-01-05T16:22:19.000+0000,2021-01-05,Overwatch,Standard_DS3_v2,Standard_DS3_v2,2,null,60,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,null,null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",null,null,6.6.x-scala2.11,null,null,null,alexey.ott@databricks.com,daniel.tomes@databricks.com
0106-131952-total755,create,1609939192000,2021-01-06T13:19:52.000+0000,2021-01-06,Test Single Node,null,Standard_D3_v2,0,null,20,null,null,null,null,null,null,"{""spark.databricks.cluster.profile"":""singleNode"",""spark.master"":""local[*]""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-154337-mint683,create,1610034218000,2021-01-07T15:43:38.000+0000,2021-01-07,cluster_7f4klterx7,null,null,null,"{""min_workers"":1,""max_workers"":2}",10,null,null,null,"{""ResourceClass"":""Serverless""}",null,null,"{""spark.databricks.cluster.profile"":""serverless"",""spark.databricks.repl.allowedLanguages"":""sql,python,r"",""spark.hadoop.fs.s3a.acl.default"":""BucketOwnerFullControl"",""spark.hadoop.fs.s3a.canned.acl"":""BucketOwnerFullControl""}",null,0107-154336-jab83-pool-0YQQUl6c,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-060603-jury247,create,1609999564000,2021-01-07T06:06:04.000+0000,2021-01-07,job-51-run-16,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-16-attempt-1,2222170229861029,null,JobsService,null
0108-060611-war396,create,1610085971000,2021-01-08T06:06:11.000+0000,2021-01-08,job-51-run-17,null,Standard_DS3_v2,1,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""51"",""RunName"":""test_automated"",""custom"":""my_custom""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/51/,null,6.4.x-scala2.11,jobs/job-51-run-17-attempt-1,2222170229861029,null,JobsService,null
0106-085056-fee946,create,1609923056000,2021-01-06T08:50:56.000+0000,2021-01-06,cluster-d3qh8ikhvp,null,Standard_F4s,0,null,10,null,null,null,null,null,null,"{""spark.databricks.cluster.profile"":""singleNode"",""spark.master"":""local[*]""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-133503-doggy35,create,1609940103000,2021-01-06T13:35:03.000+0000,2021-01-06,Test Single Node,null,Standard_F4s,0,null,20,null,null,null,null,null,null,"{""spark.databricks.cluster.profile"":""singleNode"",""spark.master"":""local[*]""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-114009-angst54,create,1609933209000,2021-01-06T11:40:09.000+0000,2021-01-06,Terraform Integration Test fgkjhlghbiig,null,null,1,null,15,null,null,null,null,null,null,null,null,0106-114007-toffy834-pool-nIEoBdgJ,7.3.x-scala2.12,acc-list-fgkjhlghbiig,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-114013-clap61,create,1609933213000,2021-01-06T11:40:13.000+0000,2021-01-06,TerraformIntegrationTest,null,null,1,null,20,null,null,null,null,null,null,null,null,0106-114007-toffy834-pool-nIEoBdgJ,7.3.x-scala2.12,tf-nln1px9gl4,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-114527-cave159,create,1609933527000,2021-01-06T11:45:27.000+0000,2021-01-06,Terraform wz0cttuitd,null,null,1,null,20,null,null,null,null,null,null,null,null,0106-114007-toffy834-pool-nIEoBdgJ,7.3.x-scala2.12,tf-wz0cttuitd,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0101-220009-carts273,create,1609538409000,2021-01-01T22:00:09.000+0000,2021-01-01,job-49-run-23,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,null,null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-23-attempt-1,2222170229861029,null,JobsService,null
0107-220014-expo897,create,1610056814000,2021-01-07T22:00:14.000+0000,2021-01-07,job-49-run-35,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-35-attempt-1,2222170229861029,null,JobsService,null
0108-144828-pawn260,create,1610117309000,2021-01-08T14:48:29.000+0000,2021-01-08,job-49-run-36,null,Standard_DS3_v2,2,null,0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-36-attempt-1,2222170229861029,null,JobsService,null
0106-220518-snaky727,create,1609970719000,2021-01-06T22:05:19.000+0000,2021-01-06,Overwatch_Pooled,null,null,2,null,20,null,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""Overwatch_Test_Tag"":""TestTagValue""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",null,0106-220408-sails906-pool-owiCtgUX,6.6.x-scala2.11,1609970717679rsmg5dg4,null,null,daniel.tomes@databricks.com,null
0106-194759-skein516,create,1609962479000,2021-01-06T19:47:59.000+0000,2021-01-06,job-49-run-31,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-31-attempt-1,2222170229861029,null,JobsService,null
0106-195342-shack558,create,1609962823000,2021-01-06T19:53:43.000+0000,2021-01-06,job-49-run-32,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,"{""dbfs"":{""destination"":""dbfs:/cluster-logs""}}",null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-32-attempt-1,2222170229861029,null,JobsService,null
0102-220007-sync573,create,1609624807000,2021-01-02T22:00:07.000+0000,2021-01-02,job-49-run-24,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,null,null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-24-attempt-1,2222170229861029,null,JobsService,null
0103-220008-wile11,create,1609711209000,2021-01-03T22:00:09.000+0000,2021-01-03,job-49-run-25,null,Standard_DS3_v2,null,"{""min_workers"":1,""max_workers"":2}",0,true,null,null,"{""JobId"":""49"",""RunName"":""Overwatch""}",null,null,"{""spark.databricks.delta.preview.enabled"":""true""}",/clusters/jobs/49/,null,6.4.x-scala2.11,jobs/job-49-run-25-attempt-1,2222170229861029,null,JobsService,null
0107-154956-tempo795,create,1610034596000,2021-01-07T15:49:56.000+0000,2021-01-07,cluster-i1jpd3bx98,null,Standard_F4s,0,null,10,null,null,null,null,null,null,"{""spark.databricks.cluster.profile"":""singleNode"",""spark.master"":""local[*]""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-160519-torte110,create,1610035521000,2021-01-07T16:05:21.000+0000,2021-01-07,Test Single Node,null,Standard_F4s,0,null,20,null,null,null,null,null,null,"{""spark.databricks.cluster.profile"":""singleNode"",""spark.master"":""local[*]""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-163122-ail446,create,1610037082000,2021-01-07T16:31:22.000+0000,2021-01-07,terraform-mount,null,Standard_F4s,0,null,10,null,null,null,null,null,null,"{""spark.databricks.cluster.profile"":""singleNode"",""spark.master"":""local[*]""}",null,null,7.3.x-scala2.12,null,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-154305-spawn627,create,1610034185000,2021-01-07T15:43:05.000+0000,2021-01-07,Terraform Integration Test fgedkfkgbklj,null,null,1,null,15,null,null,null,null,null,null,null,null,0107-154303-bugs80-pool-lrwEwW8i,7.3.x-scala2.12,acc-list-fgedkfkgbklj,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-154310-skew634,create,1610034190000,2021-01-07T15:43:10.000+0000,2021-01-07,TerraformIntegrationTest,null,null,1,null,20,null,null,null,null,null,null,null,null,0107-154303-bugs80-pool-lrwEwW8i,7.3.x-scala2.12,tf-gv2h7b7xrq,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-154837-scoff746,create,1610034517000,2021-01-07T15:48:37.000+0000,2021-01-07,Terraform 622kma7kp2,null,null,1,null,20,null,null,null,null,null,null,null,null,0107-154303-bugs80-pool-lrwEwW8i,7.3.x-scala2.12,tf-622kma7kp2,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0106-114052-party89,create,1609933253000,2021-01-06T11:40:53.000+0000,2021-01-06,Terraform t4psc8t1qi,null,null,1,null,20,null,null,null,null,null,null,null,null,0106-114007-toffy834-pool-nIEoBdgJ,7.3.x-scala2.12,tf-t4psc8t1qi,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0107-154344-crib690,create,1610034224000,2021-01-07T15:43:44.000+0000,2021-01-07,Terraform mlbnys4wqj,null,null,1,null,20,null,null,null,null,null,null,null,null,0107-154303-bugs80-pool-lrwEwW8i,7.3.x-scala2.12,tf-mlbnys4wqj,null,alexey.ott@databricks.com,alexey.ott@databricks.com,null
0108-180938-abuts494,create,1610129378000,2021-01-08T18:09:38.000+0000,2021-01-08,,Standard_E8_v3,Standard_E8_v3,1,null,1440,true,null,null,"{""SqlEndpointId"":""4264e5078741679a""}",SQL,null,"{""spark.databricks.repl.allowedLanguages"":""none"",""spark.databricks.sqlservice.endpointId"":""endpoint-4264e5078741679a"",""spark.databricks.queryWatchdog.enabled"":""true"",""spark.databricks.service.server.enabled"":""false"",""spark.databricks.api.url"":""https://westeurope-c2.azuredatabricks.net"",""spark.databricks.sqlgateway.enabled"":""true"",""spark.memory.offHeap.enabled"":""true"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsStruct"":""true"",""spark.memory.offHeap.size"":""39180m"",""spark.databricks.acl.dfAclsEnabled"":""true"",""spark.databricks.photon.enabled"":""false"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsJson"":""false"",""spark.executor.memory"":""7835m"",""spark.databricks.photon.allowed"":""true"",""spark.sql.shuffle.partitions"":""16""}",null,null,7.3.x-lh-scala2.12,95a57a78-1f35-40e0-9086-0b6e45378599,null,null,,null
0108-184523-heron124,create,1610131523000,2021-01-08T18:45:23.000+0000,2021-01-08,,Standard_E8_v3,Standard_E8_v3,1,null,1440,true,null,null,"{""SqlEndpointId"":""4264e5078741679a""}",SQL,null,"{""spark.databricks.repl.allowedLanguages"":""none"",""spark.databricks.sqlservice.endpointId"":""endpoint-4264e5078741679a"",""spark.databricks.queryWatchdog.enabled"":""true"",""spark.databricks.service.server.enabled"":""false"",""spark.databricks.api.url"":""https://westeurope-c2.azuredatabricks.net"",""spark.databricks.sqlgateway.enabled"":""true"",""spark.memory.offHeap.enabled"":""true"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsStruct"":""true"",""spark.memory.offHeap.size"":""39180m"",""spark.databricks.acl.dfAclsEnabled"":""true"",""spark.databricks.photon.enabled"":""false"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsJson"":""false"",""spark.executor.memory"":""7835m"",""spark.databricks.photon.allowed"":""true"",""spark.sql.shuffle.partitions"":""16""}",null,null,7.3.x-lh-scala2.12,ba1baec9-4952-4f84-ad48-a1ed842864d6,null,null,,null
0108-182020-hymn704,create,1610130020000,2021-01-08T18:20:20.000+0000,2021-01-08,,Standard_E8_v3,Standard_E8_v3,1,null,1440,true,null,null,"{""SqlEndpointId"":""4264e5078741679a""}",SQL,null,"{""spark.databricks.repl.allowedLanguages"":""none"",""spark.databricks.sqlservice.endpointId"":""endpoint-4264e5078741679a"",""spark.databricks.queryWatchdog.enabled"":""true"",""spark.databricks.service.server.enabled"":""false"",""spark.databricks.api.url"":""https://westeurope-c2.azuredatabricks.net"",""spark.databricks.sqlgateway.enabled"":""true"",""spark.memory.offHeap.enabled"":""true"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsStruct"":""true"",""spark.memory.offHeap.size"":""39180m"",""spark.databricks.acl.dfAclsEnabled"":""true"",""spark.databricks.photon.enabled"":""false"",""spark.databricks.delta.properties.defaults.checkpoint.writeStatsAsJson"":""false"",""spark.executor.memory"":""7835m"",""spark.databricks.photon.allowed"":""true"",""spark.sql.shuffle.partitions"":""16""}",null,null,7.3.x-lh-scala2.12,181fdf7e-e25f-49b2-adbd-275cdd753b9d,null,null,,null
